network,country,cohort_month,registrations,costed_registrations,spend,cohort_60dplus_registrations,cohort_60dplus_spend,payers,gross_revenue,net_revenue,chargeback_amount,cohort_60dplus_gross_revenue,cohort_60dplus_net_revenue,cohort_60dplus_chargeback_amount,sample_ok
1002,CN,2026-01-01,9,0,0.0,9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,CO,2026-01-01,19,1,74.0,19,74.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,CR,2026-01-01,4,0,0.0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,CU,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,CY,2026-01-01,3,0,0.0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,CZ,2026-01-01,3,1,384.8,3,384.8,1,210.0,210.0,0.0,210.0,210.0,0.0,False
1002,DE,2026-01-01,2087,33,10159.46,2087,10159.46,48,36330.0,36330.0,0.0,36330.0,36330.0,0.0,True
1002,DK,2026-01-01,83,3,950.1599999999999,83,950.1599999999999,7,2030.0,2030.0,0.0,2030.0,2030.0,0.0,False
1002,DO,2026-01-01,18,1,74.0,18,74.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,DZ,2026-01-01,4,0,0.0,4,0.0,1,150.0,150.0,0.0,150.0,150.0,0.0,False
1002,EC,2026-01-01,10,0,0.0,10,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,EE,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,ES,2026-01-01,116,2,1101.12,116,1101.12,6,2610.0,2610.0,0.0,2610.0,2610.0,0.0,False
1002,FI,2026-01-01,63,2,674.88,63,674.88,3,400.0,400.0,0.0,400.0,400.0,0.0,False
1002,FJ,2026-01-01,4,0,0.0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,FR,2026-01-01,311,11,3608.24,311,3608.24,16,7790.0,7790.0,0.0,7790.0,7790.0,0.0,False
1002,GB,2026-01-01,1557,73,29763.539999999997,1557,29763.539999999997,84,82740.0,82505.0,235.0,82740.0,82505.0,235.0,True
1002,GE,2026-01-01,10,0,0.0,10,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,GI,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,GM,2026-01-01,2,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,GQ,2026-01-01,2,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,GR,2026-01-01,10,0,0.0,10,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,GT,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,GU,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,HK,2026-01-01,11,1,550.56,11,550.56,1,30690.0,30690.0,0.0,30690.0,30690.0,0.0,False
1002,HN,2026-01-01,3,0,0.0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,HR,2026-01-01,3,1,688.2,3,688.2,1,1790.0,1790.0,0.0,1790.0,1790.0,0.0,False
1002,HU,2026-01-01,6,0,0.0,6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,ID,2026-01-01,11,0,0.0,11,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,IE,2026-01-01,142,3,970.8799999999999,142,970.8799999999999,8,4790.0,4790.0,0.0,4790.0,4790.0,0.0,False
1002,IL,2026-01-01,13,2,1248.3799999999999,13,1248.3799999999999,2,300.0,300.0,0.0,300.0,300.0,0.0,False
1002,IN,2026-01-01,80,1,384.8,80,384.8,1,65.0,65.0,0.0,65.0,65.0,0.0,False
1002,IS,2026-01-01,4,0,0.0,4,0.0,1,150.0,150.0,0.0,150.0,150.0,0.0,False
1002,IT,2026-01-01,650,11,3608.2399999999993,650,3608.2399999999993,20,10300.0,10300.0,0.0,10300.0,10300.0,0.0,True
1002,JM,2026-01-01,2,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,JP,2026-01-01,34,0,0.0,34,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,KE,2026-01-01,7,0,0.0,7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,KG,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,KH,2026-01-01,27,0,0.0,27,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,KI,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,KR,2026-01-01,16,0,0.0,16,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,KZ,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,LA,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,LC,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,LI,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,LK,2026-01-01,5,0,0.0,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,LT,2026-01-01,4,1,407.0,4,407.0,1,65.0,65.0,0.0,65.0,65.0,0.0,False
1002,LU,2026-01-01,10,0,0.0,10,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,LV,2026-01-01,12,0,0.0,12,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,MA,2026-01-01,4,0,0.0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,MC,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,MD,2026-01-01,2,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,ME,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,MG,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,MK,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,MN,2026-01-01,2,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,MT,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,MU,2026-01-01,4,0,0.0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,MV,2026-01-01,8,0,0.0,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,MW,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,MX,2026-01-01,43,0,0.0,43,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,MY,2026-01-01,71,2,942.76,71,942.76,3,1010.0,1010.0,0.0,1010.0,1010.0,0.0,False
1002,MZ,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,NA,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,NE,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,NL,2026-01-01,285,11,3546.08,285,3546.08,13,2000.0,1955.0,45.0,2000.0,1955.0,45.0,False
1002,NO,2026-01-01,124,13,4015.98,124,4015.98,14,3165.0,3165.0,0.0,3165.0,3165.0,0.0,False
1002,NP,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,NZ,2026-01-01,241,12,6066.52,241,6066.52,21,17495.0,17495.0,0.0,17495.0,17495.0,0.0,False
1002,PA,2026-01-01,4,0,0.0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,PE,2026-01-01,12,0,0.0,12,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,PH,2026-01-01,92,2,935.3599999999999,92,935.3599999999999,4,1810.0,1810.0,0.0,1810.0,1810.0,0.0,False
1002,PK,2026-01-01,4,0,0.0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,PL,2026-01-01,11,0,0.0,11,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,PR,2026-01-01,3,0,0.0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,PT,2026-01-01,36,2,1108.52,36,1108.52,2,425.0,425.0,0.0,425.0,425.0,0.0,False
1002,PW,2026-01-01,1,1,74.0,1,74.0,1,65.0,65.0,0.0,65.0,65.0,0.0,False
1002,PY,2026-01-01,2,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,QA,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,RO,2026-01-01,8,0,0.0,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,RS,2026-01-01,12,1,384.8,12,384.8,1,65.0,65.0,0.0,65.0,65.0,0.0,False
1002,RW,2026-01-01,2,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,SA,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,SE,2026-01-01,107,7,2136.38,107,2136.38,8,1955.0,1955.0,0.0,1955.0,1955.0,0.0,False
1002,SG,2026-01-01,41,2,707.44,41,707.44,3,625.0,625.0,0.0,625.0,625.0,0.0,False
1002,SI,2026-01-01,10,0,0.0,10,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,SK,2026-01-01,3,0,0.0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,SM,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,SN,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,SZ,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,TD,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,TH,2026-01-01,68,2,390.71999999999997,68,390.71999999999997,2,275.0,275.0,0.0,275.0,275.0,0.0,False
1002,TR,2026-01-01,15,1,384.8,15,384.8,1,15595.0,15595.0,0.0,15595.0,15595.0,0.0,False
1002,TT,2026-01-01,2,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,TW,2026-01-01,13,0,0.0,13,0.0,2,300.0,300.0,0.0,300.0,300.0,0.0,False
1002,TZ,2026-01-01,4,0,0.0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,UA,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,UG,2026-01-01,3,0,0.0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,UNKNOWN,2026-01-01,3,0,0.0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,US,2026-01-01,10320,534,225565.32000000004,10320,225565.32000000004,735,1730395.0,1723330.0,7065.0,1730395.0,1723330.0,7065.0,True
1002,UY,2026-01-01,2,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,UZ,2026-01-01,4,0,0.0,4,0.0,1,65.0,65.0,0.0,65.0,65.0,0.0,False
1002,VG,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,VI,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1002,VN,2026-01-01,13,1,688.2,13,688.2,2,215.0,215.0,0.0,215.0,215.0,0.0,False
1002,ZA,2026-01-01,29,1,316.71999999999997,29,316.71999999999997,1,165.0,165.0,0.0,165.0,165.0,0.0,False
1002,ZM,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,AL,2026-01-01,2,2,44.4,2,44.4,1,285.0,285.0,0.0,285.0,285.0,0.0,False
1052,AM,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,AU,2026-01-01,202,148,3374.399999999999,202,3374.399999999999,9,392320.0,392320.0,0.0,392320.0,392320.0,0.0,False
1052,BD,2026-01-01,2,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,CA,2026-01-01,351,214,4628.7,351,4628.7,11,141700.0,141450.0,250.0,141700.0,141450.0,250.0,False
1052,CY,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,CZ,2026-01-01,1,1,22.2,1,22.2,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,DE,2026-01-01,2,1,22.2,2,22.2,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,DO,2026-01-01,1,1,22.2,1,22.2,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,DZ,2026-01-01,1,1,11.1,1,11.1,1,150.0,150.0,0.0,150.0,150.0,0.0,False
1052,FR,2026-01-01,4,3,77.7,4,77.7,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,GB,2026-01-01,749,471,10411.80000000001,749,10411.80000000001,19,135990.0,134400.0,1590.0,135990.0,134400.0,1590.0,True
1052,GQ,2026-01-01,1,1,22.2,1,22.2,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,HT,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,ID,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,IL,2026-01-01,1,1,33.3,1,33.3,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,IN,2026-01-01,74,27,599.4,74,599.4,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,JP,2026-01-01,2,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,KE,2026-01-01,4,2,44.4,4,44.4,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,LI,2026-01-01,1,1,22.2,1,22.2,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,MA,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,MU,2026-01-01,1,1,22.2,1,22.2,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,NL,2026-01-01,4,0,0.0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,NZ,2026-01-01,19,11,244.2,19,244.2,1,150.0,150.0,0.0,150.0,150.0,0.0,False
1052,PH,2026-01-01,6,1,22.2,6,22.2,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,PR,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,RO,2026-01-01,2,1,22.2,2,22.2,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,RS,2026-01-01,1,1,22.2,1,22.2,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,SG,2026-01-01,3,1,22.2,3,22.2,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,TT,2026-01-01,1,1,22.2,1,22.2,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,UA,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,US,2026-01-01,3514,2092,45988.779999999846,3514,45988.779999999846,140,369615.0,365215.0,4400.0,369615.0,365215.0,4400.0,True
1052,VN,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
1052,ZA,2026-01-01,5,2,44.4,5,44.4,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,AD,2026-01-01,5,3,11.84,5,11.84,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,AE,2026-01-01,1,1,4.4399999999999995,1,4.4399999999999995,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,AL,2026-01-01,150,105,439.1160000000001,150,439.1160000000001,2,215.0,215.0,0.0,215.0,215.0,0.0,False
303,AT,2026-01-01,524,340,1398.3039999999996,524,1398.3039999999996,7,13480.0,13345.0,135.0,13480.0,13345.0,135.0,True
303,AU,2026-01-01,2,1,3.7,2,3.7,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,AX,2026-01-01,1,1,3.7,1,3.7,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,BE,2026-01-01,636,438,1764.6039999999985,636,1764.6039999999985,4,995.0,995.0,0.0,995.0,995.0,0.0,True
303,BG,2026-01-01,68,48,209.12399999999997,68,209.12399999999997,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,BR,2026-01-01,8,5,22.792,8,22.792,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,CA,2026-01-01,717,457,1889.219999999999,717,1889.219999999999,12,18595.0,18550.0,45.0,18595.0,18550.0,45.0,True
303,CH,2026-01-01,427,292,1241.5719999999997,427,1241.5719999999997,19,8415.0,8290.0,125.0,8415.0,8290.0,125.0,False
303,CI,2026-01-01,3,2,8.14,3,8.14,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,CO,2026-01-01,2,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,CY,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,CZ,2026-01-01,22,15,69.70800000000001,22,69.70800000000001,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,DE,2026-01-01,2727,1871,7694.520000000033,2727,7694.520000000033,30,10000.0,9955.0,45.0,10000.0,9955.0,45.0,True
303,DK,2026-01-01,10,8,34.484,10,34.484,1,110.0,110.0,0.0,110.0,110.0,0.0,False
303,DO,2026-01-01,2,2,8.879999999999999,2,8.879999999999999,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,DZ,2026-01-01,13,7,25.9,13,25.9,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,EE,2026-01-01,7,4,17.02,7,17.02,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,ES,2026-01-01,234,147,606.3560000000001,234,606.3560000000001,3,1090.0,1090.0,0.0,1090.0,1090.0,0.0,False
303,FI,2026-01-01,6,4,14.8,6,14.8,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,FR,2026-01-01,6332,4794,19049.820000000076,6332,19049.820000000076,49,33650.0,33520.0,130.0,33650.0,33520.0,130.0,True
303,GB,2026-01-01,175,83,391.90400000000005,175,391.90400000000005,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,GF,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,GG,2026-01-01,2,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,GI,2026-01-01,2,1,3.7,2,3.7,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,GP,2026-01-01,7,6,24.42,7,24.42,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,GR,2026-01-01,140,90,387.31600000000014,140,387.31600000000014,2,130.0,130.0,0.0,130.0,130.0,0.0,False
303,HR,2026-01-01,81,48,191.06799999999998,81,191.06799999999998,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,HU,2026-01-01,54,38,159.1,54,159.1,1,150.0,150.0,0.0,150.0,150.0,0.0,False
303,IE,2026-01-01,21,10,43.956,21,43.956,1,300.0,300.0,0.0,300.0,300.0,0.0,False
303,IL,2026-01-01,1,1,4.4399999999999995,1,4.4399999999999995,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,IM,2026-01-01,3,3,15.392,3,15.392,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,IN,2026-01-01,1,1,3.7,1,3.7,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,IS,2026-01-01,1,1,5.92,1,5.92,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,IT,2026-01-01,355,244,1003.7360000000003,355,1003.7360000000003,3,955.0,955.0,0.0,955.0,955.0,0.0,False
303,JE,2026-01-01,5,3,13.172,5,13.172,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,LI,2026-01-01,6,4,17.02,6,17.02,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,LT,2026-01-01,18,12,51.504000000000005,18,51.504000000000005,1,165.0,165.0,0.0,165.0,165.0,0.0,False
303,LU,2026-01-01,108,81,335.66399999999993,108,335.66399999999993,2,260.0,260.0,0.0,260.0,260.0,0.0,False
303,LV,2026-01-01,13,7,25.9,13,25.9,1,65.0,65.0,0.0,65.0,65.0,0.0,False
303,MA,2026-01-01,12,8,31.82,12,31.82,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,MC,2026-01-01,5,4,17.02,5,17.02,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,MD,2026-01-01,15,8,33.892,15,33.892,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,ME,2026-01-01,15,12,45.14000000000001,15,45.14000000000001,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,MK,2026-01-01,32,18,69.56,32,69.56,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,MQ,2026-01-01,5,4,16.28,5,16.28,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,MT,2026-01-01,44,24,101.97200000000001,44,101.97200000000001,2,445.0,445.0,0.0,445.0,445.0,0.0,False
303,MU,2026-01-01,1,1,3.7,1,3.7,1,65.0,65.0,0.0,65.0,65.0,0.0,False
303,MX,2026-01-01,1,1,4.4399999999999995,1,4.4399999999999995,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,MY,2026-01-01,1,1,4.4399999999999995,1,4.4399999999999995,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,NC,2026-01-01,1,1,4.4399999999999995,1,4.4399999999999995,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,NL,2026-01-01,47,27,122.24799999999999,47,122.24799999999999,2,130.0,130.0,0.0,130.0,130.0,0.0,False
303,NO,2026-01-01,5,3,13.172,5,13.172,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,PH,2026-01-01,3,2,9.472000000000001,3,9.472000000000001,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,PK,2026-01-01,1,1,3.7,1,3.7,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,PL,2026-01-01,69,46,183.816,69,183.816,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,PM,2026-01-01,1,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,PT,2026-01-01,144,99,428.16400000000004,144,428.16400000000004,1,580.0,580.0,0.0,580.0,580.0,0.0,False
303,RE,2026-01-01,3,1,3.7,3,3.7,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,RO,2026-01-01,296,200,822.4360000000003,296,822.4360000000003,1,65.0,65.0,0.0,65.0,65.0,0.0,False
303,RS,2026-01-01,169,102,407.8880000000001,169,407.8880000000001,2,710.0,710.0,0.0,710.0,710.0,0.0,False
303,SE,2026-01-01,9,7,30.784,9,30.784,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,SI,2026-01-01,23,14,61.568,23,61.568,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,SK,2026-01-01,12,7,27.972,12,27.972,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,SN,2026-01-01,5,2,7.4,5,7.4,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,TG,2026-01-01,1,1,3.7,1,3.7,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,TH,2026-01-01,7,5,21.312,7,21.312,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,TR,2026-01-01,2,1,3.7,2,3.7,0,0.0,0.0,0.0,0.0,0.0,0.0,False
303,US,2026-01-01,13,10,44.251999999999995,13,44.251999999999995,1,150.0,150.0,0.0,150.0,150.0,0.0,False
303,UY,2026-01-01,1,1,3.7,1,3.7,0,0.0,0.0,0.0,0.0,0.0,0.0,False
