network,country,week,weekly_regs,dip,ppc_weekly_regs,ppc_dip,ratio_to_ppc,hourly_alert
303,FR,2025-12-29,2444,0.1431492842535787,1181,0.28,0.511247443762781,False
303,FR,2026-01-05,3471,0.13852813852813853,1674,0.28813559322033894,0.4807741278329514,False
303,FR,2026-07-06,1504,0.1282051282051282,3538,0.29066265060240964,0.44107878304769493,False
303,FR,2026-07-13,1238,0.14396887159533076,4059,0.3084967320261438,0.46667875750181365,False
413,AU,2026-05-11,1144,0.2433628318584071,2118,0.1388329979879276,1.752917788893164,True
413,AU,2026-05-18,1223,0.2995391705069124,2387,0.1653386454183267,1.8116706457165062,True
413,AU,2026-05-25,1520,0.1986754966887417,3063,0.1805766312594841,1.1002281707384938,False
413,AU,2026-06-01,1439,0.24344569288389517,3039,0.19742489270386268,1.2331053574336428,False
413,AU,2026-06-08,1716,0.21311475409836067,2662,0.20202020202020207,1.054918032786885,False
413,AU,2026-06-15,1086,0.25,2353,0.20040485829959515,1.2474747474747474,False
413,BR,2026-04-13,1786,0.2237196765498652,18296,0.2637703646237393,0.8481607737434596,False
413,CA,2026-05-25,1005,0.32044198895027626,3421,0.37114845938375346,0.8633795475867821,False
413,CA,2026-06-01,1123,0.2543859649122807,3709,0.413447782546495,0.6152795483518485,False
413,CA,2026-06-08,1208,0.3389121338912135,3194,0.4037854889589905,0.8393370815899585,False
413,GB,2026-06-22,3003,0.2103448275862069,4045,0.2503259452411995,0.840283764367816,False
413,GB,2026-06-29,3032,0.23344947735191637,4431,0.2779069767441861,0.8400274080445526,False
413,GB,2026-07-06,1359,0.23161764705882348,4199,0.28106151990349815,0.8240816712951274,False
413,GB,2026-07-13,1270,0.11698113207547169,4436,0.2684031710079275,0.4358410954541836,False
413,US,2026-02-16,1017,0.2615384615384615,20680,0.48298955263862847,0.5414992107171807,False
413,US,2026-03-02,1347,0.3333333333333334,24685,0.4018302828618969,0.8295376121463078,False
413,US,2026-03-09,2020,0.4373259052924791,24187,0.40206407224252844,1.0877020243397437,False
413,US,2026-03-16,3321,0.36878216123499147,25133,0.39231881065455293,0.9400063194005599,False
413,US,2026-03-23,3904,0.41907514450867056,25399,0.4542772861356932,0.9225095713535022,False
413,US,2026-03-30,4329,0.37081339712918665,25378,0.414279869067103,0.8950794494654147,False
413,US,2026-04-06,4135,0.374025974025974,22043,0.4282926829268292,0.8732952696506228,False
413,US,2026-04-13,3671,0.319034852546917,20089,0.4064197530864197,0.7849885497053548,False
413,US,2026-04-20,3450,0.3500784929356358,18956,0.39585062240663904,0.8843701970386606,False
413,US,2026-04-27,3897,0.3328550932568149,20028,0.4251207729468599,0.7829659580018259,False
413,US,2026-05-04,4843,0.42568370986920334,23891,0.4296410482272628,0.9907891986243219,False
413,US,2026-05-11,4992,0.3745743473325766,22375,0.3644464245934507,1.0277898809143864,False
413,US,2026-05-18,6074,0.3459061637534499,28045,0.3943973461113158,0.8770499273487007,False
413,US,2026-05-25,8135,0.3484636871508379,33765,0.4195007800312012,0.830662787146475,False
413,US,2026-06-01,7951,0.3683052090975789,33900,0.4148630240653852,0.887775452939695,False
413,US,2026-06-08,8747,0.33456334563345635,31195,0.3894977915916898,0.8589608281635107,False
413,US,2026-06-15,8988,0.3251833740831296,27594,0.42881712210968853,0.7583264690628418,False
413,US,2026-06-22,12138,0.26808142052836725,27096,0.48329979879275653,0.55468970026061,False
413,US,2026-06-29,10378,0.3652222847495779,27603,0.39951618905842945,0.9141614151114261,False
413,US,2026-07-06,6591,0.31683168316831684,31498,0.3638973050550151,0.870662351072969,False
413,US,2026-07-13,5401,0.3732673267326732,33827,0.38039568345323743,0.9812606792594151,False
413,US,2026-07-20,3033,0.2863849765258215,14700,0.2780589461149151,1.0299434005891164,False
427,AU,2026-04-27,1127,0.24271844660194178,2264,0.1866125760649087,1.3006542845082316,True
427,AU,2026-05-04,1499,0.22516556291390727,2381,0.13162393162393163,1.710673432527737,True
427,AU,2026-05-11,1580,0.29020979020979026,2118,0.1388329979879276,2.090351677308199,True
427,AU,2026-05-18,1309,0.2113821138211382,2387,0.1653386454183267,1.2784797727495345,False
427,AU,2026-05-25,1196,0.2711111111111111,3063,0.1805766312594841,1.5013632119514468,True
427,AU,2026-06-01,1280,0.3114754098360656,3039,0.19742489270386268,1.5776906628652885,True
427,AU,2026-06-08,1303,0.25416666666666665,2662,0.20202020202020207,1.2581249999999995,False
427,BR,2026-04-13,4197,0.10335689045936396,18296,0.2637703646237393,0.3918442111827063,False
427,CA,2026-05-04,1186,0.25000000000000006,3070,0.36392914653784214,0.6869469026548675,False
427,CA,2026-05-11,1232,0.30131004366812225,2967,0.3136,0.9608100882274306,False
427,CA,2026-05-18,1205,0.25910931174089075,3303,0.4054054054054053,0.6391363022941973,False
427,CA,2026-05-25,1145,0.3050847457627119,3421,0.37114845938375346,0.822001918771986,False
427,CA,2026-06-01,1077,0.31651376146789,3709,0.413447782546495,0.76554712548808,False
427,CA,2026-06-08,1201,0.32489451476793246,3194,0.4037854889589905,0.8046215717299577,False
427,GB,2026-06-01,1374,0.21710526315789477,5400,0.23711340206185566,0.9156178489702519,False
427,GB,2026-06-08,3537,0.27496159754224275,4824,0.23673469387755097,1.1614757137560257,False
427,GB,2026-06-15,2144,0.27725118483412325,4220,0.2758620689655172,1.005035545023697,False
427,GB,2026-06-22,1864,0.2301369863013699,4045,0.2503259452411995,0.9193493150684932,False
427,GB,2026-06-29,1247,0.18775510204081633,4431,0.2779069767441861,0.6756041328665356,False
427,GB,2026-07-06,1030,0.20091324200913238,4199,0.28106151990349815,0.7148372430282007,False
427,GB,2026-07-13,1344,0.17081850533807827,4436,0.2684031710079275,0.6364250641920807,False
427,US,2026-01-05,1162,0.31983805668016196,29043,0.48082822085889576,0.6651815405278009,False
427,US,2026-01-12,1094,0.41262135922330095,25261,0.41979301423027165,0.9829162116474935,False
427,US,2026-01-19,3434,0.43529411764705883,25699,0.4426441996111471,0.9833950564120232,False
427,US,2026-01-26,3446,0.441786283891547,27079,0.4272133095662507,1.0341117048532318,False
427,US,2026-02-02,4281,0.45479833101529904,25238,0.469538729329852,0.9686066401048723,False
427,US,2026-02-09,3334,0.37086092715231783,22847,0.46775769418661456,0.7928483737658429,False
427,US,2026-02-16,3143,0.34525939177101966,20680,0.48298955263862847,0.7148382193462098,False
427,US,2026-02-23,4466,0.42528735632183906,20963,0.3982125124131083,1.0679909421847678,False
427,US,2026-03-02,4477,0.30936819172113283,24685,0.4018302828618969,0.7698976531031089,False
427,US,2026-03-09,5965,0.32006920415224915,24187,0.40206407224252844,0.796065170327332,False
427,US,2026-03-16,6731,0.35183795948987245,25133,0.39231881065455293,0.8968164409523434,False
427,US,2026-03-23,3642,0.310435931307794,25399,0.4542772861356932,0.6833622124242998,False
427,US,2026-03-30,4949,0.2981895633652822,25378,0.414279869067103,0.7197780670269134,False
427,US,2026-04-06,4707,0.3056516724336794,22043,0.4282926829268292,0.7136513991902539,False
427,US,2026-04-13,4729,0.24862486248624865,20089,0.4064197530864197,0.611744041961912,False
427,US,2026-04-20,7519,0.32710978342046304,18956,0.39585062240663904,0.8263465178651109,False
427,US,2026-04-27,6511,0.27818991097922846,20028,0.4251207729468599,0.6543785405988669,False
427,US,2026-05-04,8234,0.34362680683311436,23891,0.4296410482272628,0.7997997590103394,False
427,US,2026-05-11,7223,0.3208114199849737,22375,0.3644464245934507,0.8802704549587693,False
427,US,2026-05-18,6999,0.26197183098591553,28045,0.3943973461113158,0.6642332499670924,False
427,US,2026-05-25,6933,0.25826028320971006,33765,0.4195007800312012,0.6156371942633847,False
427,US,2026-06-01,7529,0.27028676021964615,33900,0.4148630240653852,0.6515084366184611,False
427,US,2026-06-08,8473,0.3093567251461989,31195,0.3894977915916898,0.7942451326412071,False
427,US,2026-06-15,9184,0.3429728166570271,27594,0.42881712210968853,0.7998113857246982,False
427,US,2026-06-22,10932,0.32366183091545775,27096,0.48329979879275653,0.6696916318275707,False
427,US,2026-06-29,7410,0.32116788321167883,27603,0.39951618905842945,0.803892037438082,False
427,US,2026-07-06,6681,0.3453525641025641,31498,0.3638973050550151,0.9490385317647588,False
427,US,2026-07-13,7876,0.34465675866949746,33827,0.38039568345323743,0.906048027518868,False
427,US,2026-07-20,4501,0.2697142857142857,14700,0.2780589461149151,0.9699895992658306,False
523,BR,2026-02-09,1010,0.2610441767068273,9545,0.327995867768595,0.7958764190620751,False
523,BR,2026-02-16,2773,0.09629629629629632,11137,0.3007880910683011,0.3201466386328106,False
523,BR,2026-02-23,7943,0.17026378896882494,13656,0.23443579766536962,0.726270435933411,False
523,BR,2026-03-02,10857,0.20374630299046995,13707,0.2520593080724877,0.8083268360471583,False
523,BR,2026-03-09,12110,0.3032685146876293,15632,0.24736091298145504,1.2260163137025843,False
523,BR,2026-03-16,13184,0.3153024911032029,20831,0.24871001031991746,1.2677515098713843,False
523,BR,2026-03-23,14525,0.41016590187080837,22602,0.2661604361370717,1.541047602054478,True
523,BR,2026-03-30,12943,0.42535971223021585,21238,0.2876300578034683,1.47884305096116,True
523,BR,2026-04-06,16729,0.37193088814792363,18026,0.24708377518557795,1.5052825215600514,True
523,BR,2026-04-13,16103,0.4337561663143059,18296,0.2637703646237393,1.644446171703354,True
523,BR,2026-04-20,20809,0.421388667198723,20769,0.25481386392811295,1.6537116964624947,True
523,BR,2026-04-27,13273,0.4495703301673451,23028,0.3033611646328409,1.4819640170865696,True
523,BR,2026-05-04,13030,0.4210526315789474,19211,0.2855093256814921,1.4747421317111875,True
523,BR,2026-05-11,9672,0.3765133171912832,15348,0.23693976591493007,1.5890676507482713,True
523,BR,2026-05-18,7576,0.47595356550580425,12009,0.24826071036250463,1.9171521937999279,True
523,BR,2026-05-25,15003,0.4618902439024391,11862,0.2712139667072675,1.7030474112750116,True
523,BR,2026-06-01,16124,0.4984848484848485,11734,0.27934083601286175,1.7845040331371265,True
523,BR,2026-06-08,11289,0.4858870967741935,8705,0.24721485411140579,1.965444586736813,True
523,BR,2026-06-15,11093,0.4855842185128984,7460,0.25747800586510267,1.8859250400102316,True
523,BR,2026-06-22,8792,0.4828051247471342,7382,0.4231046931407942,1.1411008494450188,False
523,BR,2026-06-29,9954,0.3122734334541688,7925,0.26348547717842324,1.1851637395662153,False
523,BR,2026-07-06,5347,0.332367149758454,10331,0.29155555555555557,1.1399787910922583,False
523,BR,2026-07-13,4779,0.5178571428571429,7566,0.29350490196078427,1.7643900984193264,True
523,BR,2026-07-20,3169,0.2503311258278146,4226,0.25409836065573765,0.9851741080965608,False
523,CA,2026-03-02,1070,0.12626262626262627,2827,0.36162361623616235,0.34915481344052773,False
523,CA,2026-03-16,1278,0.2973977695167287,3138,0.35967741935483866,0.8268458165935956,False
523,CA,2026-03-23,1184,0.25,3412,0.37784522003034904,0.6616465863453815,False
523,CA,2026-03-30,1272,0.28825622775800713,3406,0.33670520231213874,0.8561086249293602,False
523,CA,2026-04-27,1156,0.4788732394366197,2608,0.36363636363636365,1.316901408450704,True
523,CA,2026-05-04,1045,0.4943820224719102,3070,0.36392914653784214,1.358456796261311,True
523,CA,2026-06-15,1188,0.16718266253869968,2831,0.4209558823529413,0.39715008044127775,False
523,CA,2026-06-22,1459,0.14549653579676675,2953,0.46985815602836867,0.3096605516580244,False
523,CA,2026-06-29,1038,0.2218181818181819,3197,0.3787638668779715,0.5856371243818944,False
523,CA,2026-07-06,1287,0.14734299516908217,3210,0.30630630630630634,0.4810315430520035,False
523,CA,2026-07-13,1223,0.2163009404388715,3442,0.41040462427745666,0.5270431365623206,False
523,GB,2026-01-05,1235,0.3611111111111111,5450,0.20710059171597633,1.7436507936507937,True
523,GB,2026-01-12,1178,0.40271493212669685,4730,0.23559150657229527,1.7093779737051638,True
523,GB,2026-01-19,1083,0.3282051282051282,4570,0.2269736842105263,1.4460052025269419,True
523,GB,2026-01-26,1130,0.38647342995169076,4015,0.19779005524861878,1.9539578441691627,True
523,GB,2026-02-02,1210,0.39906103286384975,4367,0.2378752886836028,1.677606089612106,True
523,GB,2026-02-09,1458,0.42400000000000004,4004,0.21968787515006002,1.9300109289617489,True
523,GB,2026-02-16,1765,0.38205980066445183,3670,0.23821989528795803,1.603811470921106,True
523,GB,2026-02-23,2492,0.41048034934497807,3956,0.24033816425120771,1.7079282877268436,True
523,GB,2026-03-02,2169,0.3731707317073171,4018,0.24145785876993167,1.5454901058444548,True
523,GB,2026-03-09,1846,0.41399416909620995,4607,0.24425887265135696,1.6948992051032872,True
523,GB,2026-03-16,1146,0.37745098039215674,4650,0.2603850050658561,1.449588006408789,True
523,GB,2026-03-23,1635,0.3573883161512027,5103,0.24134615384615382,1.480812146602593,True
523,GB,2026-03-30,1637,0.3167701863354037,5259,0.23774954627949185,1.3323692570290644,True
523,GB,2026-04-06,1608,0.40476190476190477,4619,0.2645444566410538,1.5300335901995652,True
523,GB,2026-04-13,1994,0.36969696969696975,3842,0.22122762148337596,1.6711157820984412,True
523,GB,2026-04-20,1494,0.33454545454545453,3218,0.21083455344070282,1.5867676767676764,True
523,GB,2026-04-27,1978,0.34203655352480417,4096,0.2566585956416465,1.332651854771171,True
523,GB,2026-05-04,1769,0.3218390804597701,5304,0.22495446265938063,1.430685466983108,True
523,GB,2026-05-11,1827,0.2830188679245283,4995,0.2107892107892108,1.342662970580345,True
523,GB,2026-05-18,1356,0.3358490566037735,5164,0.23778801843317973,1.4123884744771096,True
523,GB,2026-05-25,1112,0.3514851485148515,5263,0.2571428571428571,1.366886688668867,True
523,GB,2026-06-01,1125,0.20940170940170938,5400,0.23711340206185566,0.8831289483463396,False
523,GB,2026-06-08,1289,0.3271375464684015,4824,0.23673469387755097,1.3818741187027308,True
523,GB,2026-06-15,1504,0.3149350649350649,4220,0.2758620689655172,1.1416396103896105,False
523,GB,2026-06-22,1601,0.3436426116838488,4045,0.2503259452411995,1.3727806414662083,True
523,GB,2026-06-29,1625,0.2788732394366196,4431,0.2779069767441861,1.0034769285167064,False
523,GB,2026-07-06,1537,0.40350877192982454,4199,0.28106151990349815,1.435659965364054,True
523,GB,2026-07-13,1809,0.3628048780487805,4436,0.2684031710079275,1.3517160646290007,True
523,GB,2026-07-20,1281,0.37190082644628103,2016,0.2600896860986547,1.4298945568538048,True
523,IT,2025-12-29,1185,0.07901907356948228,3054,0.2832,0.27902215243461254,False
523,IT,2026-01-05,1871,0.09725158562367862,3815,0.29295774647887324,0.33196454708082607,False
523,IT,2026-01-12,1080,0.25,2461,0.28988326848249024,0.8624161073825505,False
523,IT,2026-01-19,1249,0.1517241379310345,2520,0.26789366053169733,0.5663595683074495,False
523,IT,2026-01-26,1045,0.1875,2426,0.3396624472573839,0.5520186335403727,False
523,IT,2026-02-02,1225,0.12244897959183673,2276,0.3253012048192771,0.3764172335600907,False
523,MX,2026-06-22,1973,0.3875338753387534,5381,0.3078491335372069,1.25884348247456,False
523,MX,2026-06-29,3506,0.43421052631578944,4834,0.3002283105022831,1.4462677606563936,True
523,MX,2026-07-06,1356,0.4208494208494208,3558,0.26760563380281693,1.57264783580573,True
523,PE,2026-04-06,1221,0.3009259259259259,1003,0.3298969072164948,0.912181712962963,False
523,PE,2026-04-13,1654,0.3064516129032258,1001,0.31527093596059114,0.9720262096774194,False
523,US,2025-12-29,7824,0.6544991511035654,17476,0.4482647814910025,1.4600726582324701,True
523,US,2026-01-05,11104,0.4308636149126946,29043,0.48082822085889576,0.8960863697705801,False
523,US,2026-01-12,11239,0.5295758928571428,25261,0.41979301423027165,1.261516687761391,False
523,US,2026-01-19,13017,0.48282180485570325,25699,0.4426441996111471,1.090767269242094,False
523,US,2026-01-26,13469,0.5246598639455782,27079,0.4272133095662507,1.2280981238114161,False
523,US,2026-02-02,11395,0.5135135135135135,25238,0.469538729329852,1.0936552864263707,False
523,US,2026-02-09,13640,0.5325342465753424,22847,0.46775769418661456,1.1384831360206016,False
523,US,2026-02-16,11725,0.5351206434316355,20680,0.48298955263862847,1.1079341996285608,False
523,US,2026-02-23,15625,0.5223285486443381,20963,0.3982125124131083,1.3116829139273027,True
523,US,2026-03-02,16499,0.41652264085724167,24685,0.4018302828618969,1.036563590704771,False
523,US,2026-03-09,17682,0.5448154657293497,24187,0.40206407224252844,1.355046380271233,True
523,US,2026-03-16,17134,0.5119298245614036,25133,0.39231881065455293,1.3048821791320409,True
523,US,2026-03-23,15448,0.4615384615384615,25399,0.4542772861356932,1.0159840159840159,False
523,US,2026-03-30,13839,0.5427539140907266,25378,0.414279869067103,1.3101141392965294,True
523,US,2026-04-06,11727,0.5753846153846153,22043,0.4282926829268292,1.343437883301209,True
523,US,2026-04-13,11131,0.5372654155495978,20089,0.4064197530864197,1.321947103873555,True
523,US,2026-04-20,13108,0.5072463768115942,18956,0.39585062240663904,1.2814085619663962,False
523,US,2026-04-27,12059,0.581570996978852,20028,0.4251207729468599,1.3680135951661632,True
523,US,2026-05-04,9604,0.6235992089650627,23891,0.4296410482272628,1.4514423413174522,True
523,US,2026-05-11,10495,0.6632928475033738,22375,0.3644464245934507,1.8200009733756997,True
523,US,2026-05-18,9121,0.6267465069860279,28045,0.3943973461113158,1.5891245546290595,True
523,US,2026-05-25,7857,0.6036536934074663,33765,0.4195007800312012,1.4389810988255334,True
523,US,2026-06-01,7711,0.571875,33900,0.4148630240653852,1.3784670284567675,True
523,US,2026-06-08,6382,0.6899063475546307,31195,0.3894977915916898,1.771271525662099,True
523,US,2026-06-15,7023,0.5843585237258347,27594,0.42881712210968853,1.3627219940540523,True
523,US,2026-06-22,7972,0.4846050870147256,27096,0.48329979879275653,1.0027007837065722,False
523,US,2026-06-29,7352,0.5644654088050315,27603,0.39951618905842945,1.4128724298641078,True
523,US,2026-07-06,8771,0.4396600566572238,31498,0.3638973050550151,1.2081981662127304,False
523,US,2026-07-13,10026,0.4379634206623827,33827,0.38039568345323743,1.1513364628287697,False
523,US,2026-07-20,5806,0.21764705882352942,14700,0.2780589461149151,0.7827371205441492,False
612,GB,2026-01-26,1014,0.20361990950226244,4015,0.19779005524861878,1.029474961449986,False
612,GB,2026-02-02,1099,0.1929133858267717,4367,0.2378752886836028,0.8109853986698266,False
612,US,2025-12-29,2756,0.47071583514099774,17476,0.4482647814910025,1.0500843576765484,False
612,US,2026-01-05,4292,0.49303621169916434,29043,0.48082822085889576,1.0253895056709892,False
612,US,2026-01-12,4145,0.3997252747252747,25261,0.41979301423027165,0.9521961089757699,False
612,US,2026-01-19,4186,0.5145348837209303,25699,0.4426441996111471,1.1624118968980899,False
612,US,2026-01-26,4554,0.5229591836734695,27079,0.4272133095662507,1.224117254690472,False
612,US,2026-02-02,4619,0.47809762202753436,25238,0.469538729329852,1.0182282997398275,False
612,US,2026-02-09,4703,0.45161290322580644,22847,0.46775769418661456,0.9654847132148572,False
612,US,2026-02-16,3248,0.47866419294990725,20680,0.48298955263862847,0.9910446102506953,False
612,US,2026-02-23,2184,0.43454038997214484,20963,0.3982125124131083,1.0912273633465082,False
612,US,2026-03-02,2182,0.5042016806722688,24685,0.4018302828618969,1.254762774675087,False
612,US,2026-03-09,2514,0.5126262626262627,24187,0.40206407224252844,1.274986495975801,False
612,US,2026-03-16,2429,0.5681818181818181,25133,0.39231881065455293,1.4482655502392343,True
612,US,2026-03-23,2109,0.5287356321839081,25399,0.4542772861356932,1.1639050604567847,False
612,US,2026-03-30,1735,0.42711864406779665,25378,0.414279869067103,1.0309905838041435,False
612,US,2026-04-06,1463,0.4016064257028113,22043,0.4282926829268292,0.9376915406500721,False
612,US,2026-04-13,1584,0.48837209302325585,20089,0.4064197530864197,1.2016445788239285,False
612,US,2026-04-20,1591,0.5171102661596958,18956,0.39585062240663904,1.306326773003005,True
612,US,2026-04-27,1591,0.42402826855123665,20028,0.4251207729468599,0.9974301317057499,False
612,US,2026-05-04,1313,0.4766355140186916,23891,0.4296410482272628,1.109380763279794,False
612,US,2026-05-11,1062,0.4444444444444445,22375,0.3644464245934507,1.2195055691388208,False
719,GB,2026-02-09,1224,0.3656387665198238,4004,0.21968787515006002,1.664355696781493,True
719,GB,2026-02-16,1232,0.30612244897959184,3670,0.23821989528795803,1.2850414891231223,False
719,GB,2026-02-23,1392,0.3754646840148699,3956,0.24033816425120771,1.5622349666548356,True
719,GB,2026-03-02,1307,0.364,4018,0.24145785876993167,1.5075094339622641,True
719,GB,2026-03-09,1077,0.3822222222222222,4607,0.24425887265135696,1.5648243114909783,True
719,GB,2026-03-16,1095,0.4166666666666666,4650,0.2603850050658561,1.6001945525291827,True
719,GB,2026-03-23,1375,0.3647540983606557,5103,0.24134615384615382,1.5113317222911633,True
719,GB,2026-03-30,1320,0.38589211618257263,5259,0.23774954627949185,1.623103481042729,True
719,GB,2026-06-15,1114,0.27358490566037735,4220,0.2758620689655172,0.9917452830188681,False
719,GB,2026-07-13,1223,0.23293172690763048,4436,0.2684031710079275,0.8678426787318048,False
719,US,2025-12-29,4254,0.16219369894982494,17476,0.4482647814910025,0.3618256567253443,False
719,US,2026-01-05,5378,0.23826395039858284,29043,0.48082822085889576,0.49552821582097606,False
719,US,2026-01-12,4217,0.18622448979591835,25261,0.41979301423027165,0.4436102638281815,False
719,US,2026-01-19,3594,0.32411674347158215,25699,0.4426441996111471,0.7322286020155948,False
719,US,2026-01-26,2204,0.5026737967914439,27079,0.4272133095662507,1.1766342141863702,False
719,US,2026-02-02,2805,0.42495126705653036,25238,0.469538729329852,0.9050398625541305,False
719,US,2026-02-09,2513,0.40838852097130246,22847,0.46775769418661456,0.8730770782540535,False
719,US,2026-02-16,2277,0.28923766816143504,20680,0.48298955263862847,0.5988487050730099,False
719,US,2026-02-23,2910,0.282312925170068,20963,0.3982125124131083,0.7089504130829388,False
